entityName,year,value
Manuskript,1900,3.0
Strafverteidiger,1900,26.0
Installateur,1900,53.0
Immunologe,1900,18.0
Bahai,1900,4.0
Karosseriebauer,1900,7.0
Montanwissenschaften,1900,2.0
Konzertsänger,1900,7.0
Sexualwissenschaftler,1900,25.0
Lebensmittelkaufmann,1900,4.0
Musikethnologe,1900,100.0
Mode,1900,7.0
Tierpfleger,1900,6.0
Fluggerätmechaniker,1900,9.0
Feminismus,1900,10.0
Drucktechniker,1900,7.0
Chinaforschung,1900,5.0
Anglistin,1900,487.0
Lusitanist,1900,12.0
Musiktheorie,1900,7.0
Sozialgeschichte,1900,14.0
Lateinunterricht,1900,4.0
Bildungspolitik,1900,4.0
Folkloristin,1900,38.0
Psychoanalytikerin,1900,223.0
Französischlehrerin,1900,11.0
Eiskunstläufer,1900,7.0
Ehrenamtliche Tätigkeit,1900,88.0
Bauführerin,1900,1.0
Uhrmacherin,1900,3.0
Weibliches Gewerkschaftsmitglied,1900,47.0
Dokumentar,1900,19.0
Tanz,1900,3.0
Buntpapier,1900,2.0
Kleinunternehmer,1900,1.0
Ausbildungsmeister,1900,1.0
Klimatologie,1900,8.0
Bühnenmaler und Bühnenplastiker,1900,2.0
Sozialpolitik,1900,10.0
Bankkauffrau,1900,28.0
Blindenpädagogik,1900,2.0
Keltologin,1900,2.0
Navigation,1900,1.0
Zahnmedizin,1900,30.0
Violine,1900,23.0
Mühlenbautechniker,1900,2.0
Ethnologie,1900,61.0
Psychisch Kranker,1900,1.0
Papiertechnologe,1900,1.0
Auslandskorrespondentin,1900,20.0
Ägyptologin,1900,57.0
Religionslehrerin,1900,54.0
Kolumnist,1900,95.0
Pilze,1900,2.0
Métis,1900,3.0
Philosophiegeschichte,1900,5.0
Kompositionslehrer,1900,6.0
Kriminalschriftstellerin,1900,37.0
Matriarchat,1900,2.0
Berühmte Persönlichkeit,1900,1.0
Tierschützerin,1900,8.0
Strafrecht,1900,19.0
Hausarzt,1900,15.0
Elektromechaniker,1900,26.0
Liedermacher,1900,183.0
Grafologe,1900,2.0
Modeschöpferin,1900,94.0
Wanderführer,1900,3.0
Kaukasist,1900,5.0
Pfadfinder,1900,39.0
Aborigines,1900,3.0
Gemeindediener,1900,1.0
Kirchenverwaltung,1900,1.0
Niederdeutsch,1900,3.0
Stimmbildung,1900,1.0
Bürgerrechtlerin,1900,25.0
Märchenerzähler,1900,9.0
Songwriter,1900,370.0
Consulting Engineer,1900,1.0
Druckindustrie,1900,1.0
Holzwirtschaft,1900,1.0
Mission,1900,2.0
Mineralogin,1900,13.0
Kinderliteratur,1900,25.0
Kultursoziologe,1900,15.0
Schauspiellehrerin,1900,11.0
Lexikografin,1900,7.0
Italianist,1900,32.0
Reserveoffizier,1900,12.0
Luftfahrtmedizin,1900,1.0
Steiger,1900,8.0
Geomorphologie,1900,9.0
Justizvollzugsbeamter,1900,2.0
Tiere,1900,1.0
Denunziant,1900,1.0
Tierphysiologie,1900,6.0
Dombaumeister,1900,2.0
Museumswärter,1900,1.0
Bauwesen,1900,18.0
Bogenmacher,1900,1.0
Gesang,1900,21.0
Saisonarbeiter,1900,1.0
Glasindustrie,1900,1.0
Studentin,1900,6.0
Tuchindustrie,1900,1.0
Phonetik,1900,9.0
Kraftsportler,1900,5.0
Regisseurin,1900,667.0
Ökologe,1900,235.0
Textiltechnik,1900,1.0
Stereofotografie,1900,1.0
Bahaismus,1900,1.0
Gastroenterologe,1900,56.0
Buchbinderin,1900,35.0
Erzählforschung,1900,5.0
Ranger,1900,2.0
Reiterin,1900,17.0
Milliardär,1900,1.0
Neuere Sprachen,1900,4.0
Kiowa,1900,1.0
Bandleader,1900,192.0
Wirtschaftshistoriker,1900,16.0
Winzerin,1900,5.0
Pharmazeut,1900,7.0
Hüttenkunde,1900,2.0
Musikkritikerin,1900,26.0
Toxikologie,1900,15.0
Sozialphilosophie,1900,3.0
Trompete,1900,74.0
Stenografie,1900,3.0
Kriegsmaler,1900,1.0
Kupferstich,1900,1.0
Reiseverkehrskaufmann,1900,14.0
Anteilseigner,1900,1.0
Problemschach,1900,4.0
Geschichtslehrerin,1900,20.0
Novize,1900,3.0
Wissenschaftsjournalist,1900,75.0
Weiblicher Flüchtling,1900,17.0
Chansonnière,1900,30.0
Haida,1900,1.0
Guerilla,1900,2.0
Esperanto,1900,2.0
Auswanderin,1900,2.0
Werbefachmann,1900,90.0
Berufssoldat,1900,34.0
Silberschmiedin,1900,15.0
Tuba,1900,2.0
Metallindustrie,1900,1.0
Altenpflegerin,1900,23.0
Barmixer,1900,7.0
Honorarprofessor,1900,50.0
Tubaspieler,1900,14.0
Eisenhüttenkunde,1900,43.0
Psychologie,1900,338.0
Entomologie,1900,4.0
Antiquarin,1900,26.0
Kraftfahrerin,1900,1.0
Privatbankier,1900,2.0
Reprograf,1900,2.0
Pazifistin,1900,16.0
Rancher,1900,2.0
Schwimmer,1900,12.0
Deutschlehrerin,1900,44.0
Homöopathin,1900,15.0
Kricketspieler,1900,15.0
Kabbala,1900,1.0
Rohkost,1900,1.0
Eisenbahntechnik,1900,1.0
Hilfsarbeiter,1900,11.0
Sozialdemokratin,1900,19.0
Parteivorsitzender,1900,3.0
Navajo,1900,4.0
Auslandskorrespondent,1900,66.0
Etymologie,1900,2.0
Pharmazeutische Chemie,1900,2.0
Mittelständischer Unternehmer,1900,3.0
Nobelpreisträgerin,1900,14.0
Keltische Sprachen,1900,1.0
Statist,1900,5.0
Opfer,1900,1.0
Hygiene,1900,6.0
Speaker,1900,5.0
Arrangeurin,1900,15.0
Abstinenzbewegung,1900,1.0
Volkswirtschaftslehre,1900,128.0
Flieger,1900,68.0
Rechenmaschine,1900,2.0
Sportlehrerin,1900,37.0
Ayatollah,1900,14.0
Angeklagter,1900,1.0
Glas- und Porzellanmaler,1900,1.0
Papyrologe,1900,86.0
Bekleidungsindustrie,1900,1.0
Requisiteur,1900,23.0
Gartenarchitektin,1900,22.0
Keramikerin,1900,430.0
Patentingenieur,1900,7.0
Erwachsenenbildnerin,1900,36.0
Buddhologie,1900,4.0
Seminolen,1900,1.0
Gewerbetreibender,1900,1.0
Evolutionstheorie,1900,2.0
Brückenbau,1900,7.0
Buchhalterin,1900,66.0
Medizinischer Bademeister,1900,1.0
Ökotrophologe,1900,36.0
Seelsorgerin,1900,24.0
Bühnenkünstler,1900,4.0
Turnwart,1900,3.0
Großmufti,1900,1.0
Krankenhausseelsorger,1900,28.0
Entwicklungshelferin,1900,21.0
Volksmusik,1900,3.0
Männliche Prostituierte,1900,1.0
Religiöse Führerin,1900,7.0
Edelsteingraveurin,1900,1.0
Weinbau,1900,2.0
Literarischer Agent,1900,20.0
Reiseleiter,1900,40.0
Russist,1900,21.0
Venerologe,1900,8.0
Rundfunksprecher,1900,8.0
Philatelistin,1900,1.0
Homöopathie,1900,2.0
Dakota,1900,1.0
Fototechnik,1900,2.0
Psychiaterin,1900,117.0
Saxofonist,1900,290.0
Cytologe,1900,40.0
Gärtnerin,1900,32.0
Exlibris,1900,13.0
Diplomatischer Dienst,1900,1.0
Mesnerin,1900,8.0
Verwaltung,1900,4.0
Anglistikstudium,1900,1.0
Hellseherin,1900,3.0
Philosophiestudium,1900,4.0
Schulpädagoge,1900,13.0
Einzelhandel,1900,2.0
Städtebau,1900,15.0
Papieringenieur,1900,16.0
Armenistik,1900,1.0
Hellseher,1900,4.0
Musikschullehrer,1900,12.0
Christdemokrat,1900,94.0
Designerin,1900,274.0
Handel,1900,2.0
Skiläufer,1900,21.0
Textiltechniker,1900,12.0
Wallfahrt,1900,1.0
Anthropogeografie,1900,9.0
Agrarbiologe,1900,5.0
Pflanzenphysiologie,1900,4.0
Fremdsprachenlehrer,1900,6.0
Koreaforschung,1900,2.0
Aufsichtsratsmitglied,1900,10.0
Radsportler,1900,34.0
Stratege,1900,1.0
Beratender Ingenieur,1900,12.0
Curator,1900,11.0
Zeichnen,1900,5.0
Kulturpolitiker,1900,8.0
Arbeitswissenschaft,1900,7.0
Geburtshilfe,1900,5.0
Russischlehrer,1900,12.0
Neuroanatomie,1900,1.0
Wirtschaftsjurist,1900,67.0
Widerstandskämpferin,1900,238.0
Agronomie,1900,6.0
Friedensbewegung,1900,2.0
Schreibwarenhandel,1900,1.0
Aufsichtsratsvorsitzender,1900,15.0
Physiologie,1900,15.0
Strafgefangener,1900,3.0
Orientalistik,1900,23.0
Lady,1900,1.0
Beleuchter,1900,11.0
Zigarrenherstellung,1900,1.0
Hauswirtschaftsgehilfin,1900,5.0
Bandagist,1900,1.0
Staatskommissar,1900,3.0
Eskimo,1900,2.0
Reisebericht,1900,1.0
Komödie,1900,1.0
Verfolgter,1900,43.0
Autobiografie,1900,1.0
Mediator,1900,24.0
Kirchenhistorikerin,1900,9.0
Hydrobiologe,1900,27.0
Logopädie,1900,2.0
Bautechnik,1900,29.0
Banjospieler,1900,10.0
Kinderlied,1900,1.0
Weibliche Gefangene,1900,24.0
Ainu,1900,2.0
Schiffssteward,1900,1.0
Hydrogeologe,1900,22.0
Chefredakteurin,1900,20.0
Buchrestaurator,1900,7.0
Sanitäter,1900,21.0
Charakterdarsteller,1900,1.0
Plastischer Chirurg,1900,25.0
Galvaniseur,1900,4.0
Orthopädische Chirurgie,1900,3.0
Nisqualli,1900,1.0
Chief minister,1900,6.0
Raumpflegerin,1900,1.0
Marktfrau,1900,2.0
Richter am Amtsgericht,1900,1.0
Saxofonistin,1900,2.0
Geschäftsführerin,1900,54.0
Ortsnamenkunde,1900,2.0
Schulbibliothekar,1900,3.0
Wirtschaftstheorie,1900,3.0
Filmproduzent,1900,1620.0
Kameramann,1900,1648.0
Nationalsozialist,1900,234.0
Filmregisseur,1900,1753.0
Filmarchitekt,1900,441.0
Grafikdesigner,1900,462.0
Psychoanalytiker,1900,544.0
Drehbuchautorin,1900,592.0
Weibliche Abgeordnete,1900,329.0
Produktionsleiter,1900,106.0
Radiologe,1900,265.0
Kriegsgefangener,1900,50.0
Genetiker,1900,231.0
Studienrätin,1900,47.0
Filmeditor,1900,297.0
Germanistin,1900,672.0
Jazzmusiker,1900,1079.0
Kommunalpolitikerin,1900,142.0
Sprecher,1900,717.0
Kampfflieger,1900,89.0
Fußballspieler,1900,341.0
Volkswirtin,1900,109.0
Wirtschaftswissenschaftlerin,1900,441.0
Soziologin,1900,912.0
Gymnasiallehrerin,1900,200.0
Wirtschaftsprüfer,1900,182.0
Comiczeichner,1900,463.0
Kommunistin,1900,91.0
Klassische Philologin,1900,205.0
Anthroposophin,1900,13.0
Archivarin,1900,235.0
Aufnahmeleiter,1900,58.0
Parteimitglied,1900,52.0
Stadträtin,1900,104.0
Jagdflieger,1900,34.0
Rennfahrer,1900,136.0
Agraringenieur,1900,222.0
Diplomlandwirt,1900,150.0
Leichtathlet,1900,87.0
Sportjournalist,1900,243.0
Diplomkaufmann,1900,436.0
Dozentin,1900,440.0
Steuerberater,1900,236.0
Sozialwissenschaftlerin,1900,190.0
Kriminalschriftsteller,1900,154.0
Geografin,1900,143.0
Filmproduzentin,1900,174.0
Anthropologin,1900,408.0
Romanistik,1900,230.0
Fachlehrer,1900,37.0
Toningenieur,1900,145.0
Gauleiter,1900,6.0
Regieassistent,1900,130.0
Kostümbildnerin,1900,234.0
Weibliche Angestellte,1900,69.0
Kriegsverbrecher,1900,40.0
Animator,1900,102.0
Bühnenbildnerin,1900,99.0
Deutsch,1900,75.0
Antifaschist,1900,41.0
Rundfunkintendant,1900,44.0
Fußballtrainer,1900,149.0
Kabarettistin,1900,84.0
Gemeinderätin,1900,36.0
Theaterkritikerin,1900,41.0
Abteilungsleiter,1900,53.0
Politisch Verfolgter,1900,37.0
Trainer,1900,192.0
Zeitungswissenschaftler,1900,31.0
Geschichtswissenschaft,1900,91.0
Flugzeugführerin,1900,34.0
Industriekaufmann,1900,261.0
Holzschneiderin,1900,9.0
Kreisleiter,1900,11.0
Bluesmusiker,1900,104.0
Studiendirektor,1900,65.0
Mediävistin,1900,76.0
Restauratorin,1900,83.0
Kuratorin,1900,230.0
Gewerkschaftsfunktionär,1900,11.0
Biologie,1900,173.0
Filmkritiker,1900,355.0
Ringer,1900,19.0
Bildjournalist,1900,194.0
Atomphysiker,1900,247.0
Varietékünstler,1900,5.0
Rundfunkredakteur,1900,135.0
Endokrinologe,1900,78.0
Genealogin,1900,64.0
Indologin,1900,95.0
Lagerkommandant,1900,26.0
Innenarchitektin,1900,80.0
Soziologie,1900,339.0
Faschist,1900,3.0
Psychotherapeutin,1900,394.0
Statiker,1900,27.0
Clown,1900,32.0
Kirchenpräsident,1900,7.0
Literatur,1900,85.0
Buddhologe,1900,33.0
Genetikerin,1900,18.0
Käser,1900,14.0
Neuphilologin,1900,12.0
Onkologe,1900,114.0
Korvettenkapitän,1900,1.0
Verkäufer,1900,22.0
Sprecherin,1900,218.0
Jüdin,1900,14.0
Violoncello,1900,9.0
Nationalsozialistin,1900,6.0
Bibliografin,1900,35.0
Gerechter unter den Völkern,1900,10.0
Synchronsprecher,1900,195.0
Sportarzt,1900,58.0
Puppenmacherin,1900,15.0
Hafenarbeiter,1900,9.0
Filmregisseurin,1900,157.0
Fachzahnarzt für Kieferorthopädie,1900,27.0
Filmwissenschaftler,1900,310.0
Prähistorikerin,1900,33.0
Sportwissenschaftler,1900,325.0
Werftarbeiter,1900,6.0
Conferencier,1900,20.0
Skilehrer,1900,31.0
Anglistik,1900,278.0
Ingenieur Luft- und Raumfahrttechnik,1900,42.0
Berufsoffizier,1900,23.0
Augenärztin,1900,32.0
Marxist,1900,30.0
Standfotografie,1900,54.0
Naturschutzbeauftragter,1900,19.0
Textilarbeiter,1900,11.0
Comicautor,1900,227.0
Kieferchirurg,1900,15.0
Lehramt,1900,22.0
Gewerkschafter,1900,2.0
Landesminister,1900,16.0
Songwriterin,1900,50.0
Damenschneiderin,1900,17.0
Musik,1900,79.0
Kollaborateur,1900,9.0
Raumplaner,1900,82.0
Hindi,1900,40.0
Sportlerin,1900,122.0
Religionswissenschaftlerin,1900,101.0
Büroleiter,1900,12.0
Posaune,1900,31.0
Filmeditorin,1900,125.0
Akkordeonist,1900,90.0
Ingenieurin,1900,102.0
Literaturwissenschaft,1900,121.0
Oppositioneller,1900,15.0
Völkerrecht,1900,19.0
Oberstudienrätin,1900,46.0
Biophysiker,1900,152.0
Französisch,1900,55.0
Ornithologin,1900,17.0
Weibliches Parteimitglied,1900,7.0
Neurologin,1900,40.0
Violinlehrerin,1900,1.0
Cowboy,1900,5.0
Fluglehrer,1900,12.0
Nürnberger Prozesse,1900,4.0
Dienstwagenfahrer,1900,6.0
Büroangestellter,1900,7.0
Friedensaktivist,1900,59.0
Sinologin,1900,97.0
Sonderschullehrer,1900,57.0
Schiedsrichter,1900,47.0
Glaskünstlerin,1900,53.0
Forstamtsleiter,1900,4.0
Forstingenieur,1900,24.0
Euthanasie,1900,16.0
Richterin,1900,93.0
Biochemikerin,1900,64.0
Schularzt,1900,2.0
Laienschauspieler,1900,25.0
Assistenzarzt,1900,7.0
Bluessänger,1900,16.0
Galeristin,1900,109.0
Weibliche Büroangestellte,1900,11.0
Betriebsrat,1900,15.0
Radio- und Fernsehtechniker,1900,31.0
Gymnastiklehrerin,1900,30.0
Physiologin,1900,15.0
Museumsleiterin,1900,83.0
Religionspsychologe,1900,9.0
Landwirtschaftlicher Berater,1900,4.0
Modezeichnerin,1900,11.0
Luftwaffe,1900,7.0
Kulturanthropologe,1900,96.0
Kriegsopfer,1900,3.0
Technische Chemie,1900,8.0
Gynäkologie,1900,7.0
Berufsberater,1900,29.0
Glasmalerin,1900,20.0
Ido,1900,3.0
Schriftkünstlerin,1900,10.0
Ehrenamtliche Mitarbeiterin,1900,4.0
Oberkreisdirektor,1900,18.0
Religionspädagogin,1900,52.0
Oberstadtdirektor,1900,13.0
Testpilot,1900,20.0
Heilpraktikerin,1900,116.0
Heizer,1900,10.0
Literarische Agentin,1900,22.0
Astrologin,1900,34.0
Bluessängerin,1900,8.0
Reichsstatthalter,1900,1.0
Hautärztin,1900,15.0
Musikproduzent,1900,333.0
Buchkünstlerin,1900,21.0
Globetrotter,1900,8.0
Pressesprecher,1900,60.0
Senatorin,1900,12.0
Berufsberaterin,1900,2.0
Automobilmechaniker,1900,35.0
Weibliche Führungskraft,1900,28.0
Umweltschützer,1900,103.0
Slawistin,1900,230.0
Altertumswissenschaftlerin,1900,22.0
Klarinette,1900,35.0
Kinder- und Jugendpsychiater,1900,33.0
Werkstoffwissenschaftler,1900,39.0
Augenheilkunde,1900,3.0
Religionswissenschaft,1900,26.0
Unterhaltungsmusiker,1900,35.0
Hals-Nasen-Ohren-Heilkunde,1900,5.0
Komikerin,1900,2.0
Baseballspieler,1900,19.0
Marineattaché,1900,1.0
Berufsschullehrerin,1900,29.0
Historische Geografie,1900,3.0
Anthropologie,1900,30.0
Presseattaché,1900,4.0
Kellnerin,1900,4.0
Grundschullehrerin,1900,79.0
Radfahrer,1900,5.0
Parapsychologin,1900,4.0
Bundesminister,1900,10.0
Tennisspieler,1900,28.0
Ofensetzer,1900,8.0
Kirchenbau,1900,1.0
Antifaschistin,1900,10.0
Physiotherapeutin,1900,35.0
Puppenspielerin,1900,36.0
Assistent,1900,6.0
Musikethnologin,1900,30.0
Astronaut,1900,60.0
Vögel,1900,2.0
Wissenschaftlicher Assistent,1900,16.0
Gewerkschaft,1900,7.0
Terrorist,1900,24.0
Straßenwärter,1900,3.0
Reservist,1900,5.0
Täter,1900,2.0
Ehrenamtlicher Richter,1900,1.0
Arbeiterbewegung,1900,3.0
Fotomodell,1900,52.0
Reporterin,1900,25.0
Bengali,1900,3.0
Internierter,1900,2.0
Tierzucht,1900,11.0
Politologin,1900,457.0
Flugzeug,1900,3.0
Museumsdirektorin,1900,74.0
Bandoneonist,1900,10.0
Hispanistin,1900,57.0
Chirurgin,1900,23.0
Stummfilm,1900,1.0
Oboe,1900,3.0
Pfadfinderin,1900,12.0
Sanitäterin,1900,6.0
Augenzeuge,1900,7.0
Töpferin,1900,20.0
Chiropraktiker,1900,9.0
Laborantin,1900,23.0
Jugendrichter,1900,6.0
Fremdsprachenkorrespondent,1900,4.0
Literarhistorikerin,1900,64.0
Amtsanwalt,1900,2.0
Holzfäller,1900,10.0
Verhaltensforscher,1900,57.0
Theaterregisseurin,1900,31.0
Kraftfahrzeugmechaniker,1900,37.0
Saxofon,1900,26.0
Zwangsarbeiter,1900,41.0
Musikmanager,1900,52.0
Produzentin,1900,28.0
Überlebender,1900,79.0
Zeugen Jehovas,1900,3.0
Mikrobiologin,1900,30.0
Wissenschaftlicher Bibliothekar,1900,41.0
Kinematograph,1900,3.0
Horn,1900,2.0
Flugingenieur,1900,6.0
Country-Musiker,1900,80.0
Trotzkist,1900,9.0
Folkmusiker,1900,15.0
Masseur,1900,26.0
Kaufmann im Einzelhandel,1900,35.0
Kraftfahrzeugingenieur,1900,6.0
Sozialanthropologin,1900,23.0
Schlagzeug,1900,43.0
Fremdenführer,1900,23.0
Hausgeistlicher,1900,2.0
Kletterer,1900,14.0
Wirtschaftslehrer,1900,33.0
Katholikin,1900,5.0
Treuhänder,1900,8.0
Anarchismus,1900,2.0
Heraldikerin,1900,1.0
Latinistik,1900,18.0
Museologin,1900,68.0
Musikwissenschaft,1900,93.0
Sonderpädagogin,1900,77.0
Optik,1900,10.0
Gemeindeschwester,1900,4.0
Ästhet,1900,2.0
Systematische Theologie,1900,12.0
Kamerafrau,1900,48.0
Fußball,1900,17.0
Luftmarschall,1900,1.0
Oberfinanzpräsident,1900,1.0
Dentist,1900,5.0
Experimentelle Psychologie,1900,2.0
Medizingeschichte,1900,9.0
Fregattenkapitän,1900,3.0
Kraftfahrer,1900,15.0
Weibliche kaufmännische Angestellte,1900,18.0
Maskenbildner,1900,17.0
Filmkritikerin,1900,38.0
Grafologin,1900,3.0
Verwaltungsfachangestellter,1900,38.0
Altertumswissenschaft,1900,9.0
Bürofachkraft,1900,4.0
Volksmusikerin,1900,7.0
Statistikerin,1900,21.0
Reiseliteratur,1900,6.0
Hoteldirektor,1900,7.0
Verlagsvertreter,1900,8.0
Vertriebener,1900,10.0
Landschaftsarchitektin,1900,31.0
Tontechniker,1900,32.0
Sozialethik,1900,7.0
Arachnologie,1900,4.0
Bibliothekswissenschaftlerin,1900,46.0
Sozialhygiene,1900,3.0
Mazdaznan,1900,1.0
Anthroposophie,1900,5.0
Bibliotheksdirektorin,1900,15.0
Verfassungsrichter,1900,14.0
Rektorin,1900,10.0
Theoretische Physik,1900,26.0
Filmarchitektin,1900,47.0
Kinderpsychologie,1900,2.0
Résistance,1900,20.0
Art brut,1900,17.0
Rechnungswesen,1900,11.0
Musiktherapeutin,1900,35.0
Religiöse Kunst,1900,1.0
Schweißer,1900,23.0
Gitarre,1900,34.0
Althistorikerin,1900,27.0
Werbeberater,1900,24.0
Stuntman,1900,23.0
Volkshochschuldozent,1900,2.0
Spitzel,1900,10.0
Naturheilkunde,1900,6.0
Inspizient,1900,4.0
Raskolniki,1900,2.0
Hebräisch,1900,3.0
Umweltschützerin,1900,18.0
Arabistin,1900,26.0
Jiddisch,1900,2.0
Ministerialbeamtin,1900,25.0
Gangster,1900,3.0
Internationales Recht,1900,11.0
Verkehrswissenschaft,1900,1.0
Gerontologe,1900,27.0
Sozialmedizin,1900,6.0
Literaturgeschichte,1900,14.0
Verlagskaufmann,1900,38.0
Prokuristin,1900,10.0
Tennisspielerin,1900,7.0
Sinologie,1900,39.0
Waldorfpädagogik,1900,7.0
Handelslehrerin,1900,12.0
Bataillonskommandeur,1900,2.0
Zivilprozessrecht,1900,2.0
Betriebsarzt,1900,26.0
Berufspädagoge,1900,13.0
Katholische Theologin,1900,43.0
Sexualwissenschaftlerin,1900,3.0
Volksliedforschung,1900,1.0
Fischwirt,1900,4.0
Psychisch kranke Frau,1900,3.0
Orientalische Sprachen,1900,1.0
Volljurist,1900,10.0
Bootsbauer,1900,6.0
Logopädin,1900,38.0
Elektrochemie,1900,8.0
Telefonistin,1900,9.0
Hodja,1900,1.0
Ehrensenator,1900,1.0
Ingenieur Physikalische Technik,1900,7.0
Schweizer,1900,1.0
Notarin,1900,11.0
"Fliesen-, Platten- und Mosaikleger",1900,6.0
Taucher,1900,22.0
Jazzsängerin,1900,58.0
Adventist,1900,6.0
Theaterwissenschaftlerin,1900,166.0
Kunstwissenschaftliches Studium,1900,51.0
Bibelwissenschaft,1900,14.0
Kraftfahrzeugbau,1900,8.0
Weibliche Bankangestellte,1900,11.0
Obergruppenführer,1900,3.0
Pathologin,1900,16.0
Tierplastik,1900,1.0
Krankenpflegehelferin,1900,2.0
Bürgermeisterin,1900,64.0
Versicherungsberater,1900,6.0
Science-Fiction-Literatur,1900,44.0
Agrarökonomie,1900,17.0
Garagist,1900,2.0
Kontrabass,1900,21.0
Feuilleton,1900,2.0
Assyriologie,1900,8.0
Nachrichtentechnik,1900,30.0
Rednerin,1900,3.0
Musicaldarstellerin,1900,30.0
Judentum,1900,5.0
Polizeibeamtin,1900,6.0
Individualpsychologie,1900,2.0
Schlagersänger,1900,66.0
Obstbau,1900,2.0
Kunststudent,1900,2.0
Kolumnistin,1900,36.0
Baptistin,1900,1.0
Âşık,1900,4.0
Schrankenwärter,1900,1.0
Synchronsprecherin,1900,81.0
Versicherungsvermittler,1900,2.0
Bakteriologie,1900,6.0
Bürgerrechtsbewegung,1900,1.0
Weibliche Filmschaffende,1900,23.0
Christentum,1900,7.0
Bilanzbuchhalter,1900,8.0
Funker,1900,19.0
Mennoniten,1900,1.0
Bluesmusikerin,1900,3.0
Anorganische Chemie,1900,7.0
Porträtfotografie,1900,1.0
Finanzwissenschaft,1900,9.0
Fernsehproduzentin,1900,14.0
Paläobotanik,1900,3.0
Dermatologie,1900,1.0
Hutmacherin,1900,1.0
Kampfsportler,1900,17.0
Immobilienmaklerin,1900,7.0
Yogalehrer,1900,34.0
Menschenrechtlerin,1900,41.0
Banjo,1900,9.0
Dekorateurin,1900,14.0
Wanderer,1900,9.0
Rennfahrerin,1900,6.0
Finnougristin,1900,4.0
Werbegestalter,1900,10.0
Geheimdienst,1900,1.0
Offizieranwärter,1900,1.0
Schintoismus,1900,3.0
Jazzmusikerin,1900,41.0
Museum,1900,4.0
Slawistik,1900,82.0
Pharmazeutische Biologie,1900,2.0
Betriebsingenieur,1900,13.0
Buchsachverständiger,1900,4.0
Tuberkulose,1900,1.0
Ausrufer,1900,1.0
Schiiten,1900,2.0
Entwicklungspsychologie,1900,7.0
Geodäsie,1900,13.0
Fremdsprachenkorrespondentin,1900,20.0
Ministerin,1900,35.0
Kriegsberichterstatterin,1900,6.0
Bilderbuchautorin,1900,36.0
Militärpilot,1900,3.0
Basketballtrainer,1900,15.0
Zahlentheorie,1900,4.0
Studienreferendar,1900,6.0
Alt-katholische Kirche,1900,1.0
Deserteur,1900,4.0
Floristin,1900,8.0
Urdu,1900,8.0
Fundamentaltheologie,1900,5.0
Finanzanalyst,1900,35.0
Kommodore,1900,1.0
Jazzsänger,1900,35.0
Kriegsdienstverweigerer,1900,8.0
Orchestermusikerin,1900,3.0
Physiologische Chemie,1900,7.0
Burgenkunde,1900,4.0
Automobilkaufmann,1900,3.0
Dialektologie,1900,6.0
Kommanditist,1900,2.0
Betriebswirtschaftslehre,1900,131.0
Personalleiter,1900,15.0
Fahrer,1900,2.0
Gemeindedirektor,1900,14.0
Nationalismus,1900,1.0
Sport,1900,29.0
Textilingenieur,1900,13.0
Kinderkrankenschwester,1900,28.0
Jugendgruppenleiter,1900,2.0
Jagdaufseher,1900,2.0
Öffentlichkeitsarbeit,1900,3.0
Zink,1900,1.0
Rumänistik,1900,4.0
Weibliche Deportierte,1900,7.0
Antikommunist,1900,25.0
Bogenschütze,1900,1.0
Fluchthelfer,1900,16.0
Gerontologin,1900,4.0
Katalanist,1900,4.0
Elektroinstallateur,1900,30.0
T'ai Chi Ch'uan,1900,3.0
Finanzwirtschaft,1900,5.0
Bürogehilfe,1900,1.0
Therapeutin,1900,68.0
Filmvorführer,1900,8.0
Tätowierer,1900,9.0
Weibliche Überlebende,1900,51.0
Religionsgeschichte,1900,9.0
Privatdozentin,1900,4.0
Sprecherziehung,1900,5.0
Jazz,1900,26.0
Schwester,1900,2.0
Atomphysikerin,1900,4.0
Gemeindehelferin,1900,17.0
Polonistin,1900,28.0
Eisenbahnpersonal,1900,2.0
Reiseleiterin,1900,20.0
Fastnacht,1900,2.0
Rheumatologe,1900,42.0
Byzantinistin,1900,30.0
Betriebsratsmitglied,1900,13.0
Englischhorn,1900,1.0
Grafik,1900,44.0
Fagott,1900,2.0
Wissenschaftliche Bibliothekarin,1900,11.0
Supervisor,1900,47.0
Kauffrau im Einzelhandel,1900,9.0
Konsularbeamter,1900,3.0
Jainismus,1900,6.0
Harmonium,1900,2.0
Märchen,1900,2.0
Histologin,1900,1.0
Wissenschaftliche Mitarbeiterin,1900,34.0
Plastik,1900,10.0
Esoterik,1900,7.0
Kraftfahrzeugindustrie,1900,3.0
Fahrlehrer,1900,20.0
Medienwissenschaftler,1900,160.0
Bürokaufmann,1900,5.0
Arbeitshygiene,1900,2.0
Kriminalbeamtin,1900,2.0
Realschullehrerin,1900,35.0
Spanisch,1900,16.0
Informatiker,1900,1298.0
Entwicklungshelfer,1900,65.0
Hoteldirektorin,1900,3.0
Afrikanistin,1900,16.0
Lyrik,1900,14.0
Buchwissenschaftlerin,1900,28.0
Postbeamtin,1900,6.0
Trommler,1900,6.0
Diplombibliothekar,1900,7.0
Carillonspiel,1900,2.0
Vermieter,1900,1.0
Forstwart,1900,4.0
Ruderer,1900,17.0
Haushaltshilfe,1900,3.0
Xylofon,1900,2.0
Faschismus,1900,2.0
Physikalische Chemie,1900,45.0
